sku_id,forecast_date,predicted_demand,lower_bound,upper_bound
SKU-00813,2023-01-16,165,70,219
SKU-02311,2023-01-22,31,0,54
SKU-02089,2024-05-07,754,696,823
SKU-00454,2023-06-29,181,127,188
SKU-02094,2024-12-18,955,926,1043
SKU-01367,2025-07-01,372,277,421
SKU-01463,2023-09-09,200,169,268
SKU-01879,2025-11-03,681,592,705
SKU-01190,2025-07-31,492,477,495
SKU-00834,2024-10-27,815,731,881
SKU-02087,2024-10-09,843,758,849
SKU-02214,2024-08-29,689,653,732
SKU-00607,2025-04-14,871,795,892
SKU-02692,2024-11-07,697,689,784
SKU-02931,2023-08-25,737,681,794
SKU-01887,2023-09-28,864,796,945
SKU-02732,2023-06-06,804,741,820
SKU-02605,2025-04-19,378,287,385
SKU-01006,2025-02-20,872,824,928
SKU-01217,2024-03-09,878,856,956
SKU-01058,2024-11-06,952,890,983
SKU-00667,2024-05-05,534,444,575
SKU-01184,2024-01-02,90,50,131
SKU-00812,2025-09-29,841,796,880
SKU-00306,2023-03-30,831,764,902
SKU-00923,2025-09-23,847,799,938
SKU-02511,2024-05-09,729,713,749
SKU-02263,2025-01-22,375,293,442
SKU-01885,2025-05-01,821,820,855
SKU-00316,2024-11-02,286,217,330
SKU-02473,2024-02-11,555,490,559
SKU-02280,2023-06-08,497,414,580
SKU-02106,2025-06-02,183,174,191
SKU-01642,2025-01-26,493,418,502
SKU-02390,2023-03-10,387,291,416
SKU-02326,2023-04-11,738,667,783
SKU-02264,2023-05-09,545,538,606
SKU-00108,2025-10-02,333,293,334
SKU-01973,2025-04-19,424,334,476
SKU-01245,2025-09-17,115,32,163
SKU-00316,2025-09-09,812,716,812
SKU-01553,2024-01-03,704,667,780
SKU-01877,2024-03-01,141,52,228
SKU-01465,2025-09-27,318,238,335
SKU-00731,2023-04-27,521,448,563
SKU-00635,2025-05-22,417,350,449
SKU-01553,2023-09-18,589,557,640
SKU-01641,2025-01-23,435,413,439
SKU-00548,2024-08-23,574,517,575
SKU-01540,2023-09-23,828,747,862
SKU-01938,2023-06-14,567,482,647
SKU-01455,2024-08-17,126,38,222
SKU-02307,2024-11-11,580,499,588
SKU-01565,2024-10-29,370,307,464
SKU-01153,2024-03-10,833,794,903
SKU-00791,2024-05-15,954,860,969
SKU-01230,2025-06-22,445,401,474
SKU-02355,2023-07-05,67,67,74
SKU-02493,2023-05-03,817,738,863
SKU-00971,2023-01-25,527,470,614
SKU-01019,2025-07-17,487,444,501
SKU-01506,2024-12-03,362,328,374
SKU-01225,2023-06-20,591,528,605
SKU-00037,2023-11-23,778,683,812
SKU-02772,2023-11-27,301,249,343
SKU-00677,2023-10-25,707,691,780
SKU-00140,2023-06-04,301,227,303
SKU-02083,2025-10-03,447,435,479
SKU-01467,2024-03-28,811,743,838
SKU-01147,2025-11-26,877,803,967
SKU-02730,2023-12-07,428,342,512
SKU-01766,2025-09-13,744,728,758
SKU-01186,2023-03-23,709,611,716
SKU-01725,2024-11-19,391,352,449
SKU-01981,2025-07-28,91,12,97
SKU-02750,2024-09-02,819,736,848
SKU-02849,2024-12-07,965,932,983
SKU-01467,2025-07-31,233,183,246
SKU-00339,2024-05-24,741,687,770
SKU-00927,2024-02-06,286,200,365
SKU-02121,2025-05-11,740,701,793
SKU-01460,2023-04-08,227,221,250
SKU-00933,2023-01-12,714,632,732
SKU-02674,2023-07-21,79,46,97
SKU-01233,2024-02-25,362,327,381
SKU-00867,2023-11-04,948,909,1003
SKU-02489,2025-06-18,167,150,178
SKU-01790,2023-05-10,372,301,417
SKU-00216,2023-09-19,799,776,855
SKU-01149,2023-07-01,897,867,988
SKU-02316,2024-10-15,11,0,60
SKU-00167,2025-11-09,509,429,547
SKU-00036,2024-07-07,31,0,49
SKU-02035,2024-09-16,907,895,919
SKU-02331,2023-09-09,157,97,244
SKU-00398,2025-07-05,290,268,325
SKU-02030,2024-11-25,557,531,654
SKU-01727,2025-07-30,274,185,297
SKU-01824,2025-07-30,576,536,666
SKU-00969,2024-03-18,964,922,1046
SKU-02738,2023-10-10,636,614,658
SKU-01279,2024-07-11,499,489,559
SKU-00784,2024-08-29,110,34,148
SKU-01368,2024-07-16,784,766,876
SKU-00618,2025-10-12,153,60,189
SKU-02444,2023-09-30,988,982,1007
SKU-00005,2025-10-01,691,607,716
SKU-02397,2025-10-04,451,360,529
SKU-02269,2025-06-17,907,845,982
SKU-00340,2025-05-20,418,372,498
SKU-02930,2024-09-28,539,515,607
SKU-01223,2023-02-25,854,768,942
SKU-01462,2023-01-14,54,0,108
SKU-02163,2024-06-07,848,836,905
SKU-00114,2024-02-03,790,715,801
SKU-01953,2023-06-08,304,246,342
SKU-02900,2025-01-28,601,549,667
SKU-02227,2024-11-17,378,321,412
SKU-01663,2025-05-17,488,451,574
SKU-02553,2023-01-03,773,759,828
SKU-00199,2024-03-22,566,487,628
SKU-00475,2023-11-15,171,129,185
SKU-02892,2023-01-10,9,0,55
SKU-01676,2023-11-01,926,895,1007
SKU-01019,2023-08-25,498,462,563
SKU-01510,2024-05-05,678,606,702
SKU-02177,2023-07-26,632,600,681
SKU-00873,2023-12-22,908,855,912
SKU-01331,2025-11-12,697,674,757
SKU-01257,2025-11-30,537,534,615
SKU-02347,2024-07-07,74,74,99
SKU-00978,2025-05-11,977,915,1027
SKU-01939,2023-11-16,330,299,416
SKU-01044,2025-10-14,868,804,870
SKU-01394,2025-08-13,530,480,547
SKU-02325,2023-01-08,129,120,136
SKU-01750,2023-07-29,664,644,760
SKU-01840,2024-01-27,129,115,186
SKU-01627,2023-01-28,881,802,924
SKU-01967,2025-04-14,66,22,115
SKU-01257,2025-03-28,894,843,988
SKU-00733,2025-05-17,858,850,923
SKU-02649,2023-06-15,837,834,885
SKU-01522,2025-11-15,821,739,839
SKU-01347,2024-06-06,214,187,279
SKU-01244,2023-08-02,561,472,600
SKU-02324,2024-01-09,464,376,531
SKU-00266,2025-07-19,62,18,77
SKU-01603,2023-12-15,97,50,196
SKU-00427,2025-10-24,297,257,308
SKU-01428,2025-07-06,107,81,185
SKU-01489,2023-03-25,904,885,930
SKU-02276,2025-08-23,190,160,194
SKU-01393,2023-02-25,849,838,895
SKU-02140,2023-07-16,342,254,350
SKU-00723,2023-11-28,335,238,357
SKU-01799,2025-10-26,76,23,162
SKU-00625,2024-01-15,288,199,350
SKU-00329,2025-03-24,376,328,382
SKU-02084,2023-02-04,517,419,598
SKU-00419,2025-01-31,829,790,881
SKU-02747,2024-06-12,13,0,67
SKU-00228,2024-05-04,472,428,554
SKU-02888,2024-08-15,741,650,770
SKU-00360,2023-12-19,309,273,359
SKU-02020,2024-08-02,866,777,948
SKU-01311,2023-02-20,711,685,795
SKU-02990,2025-06-17,96,0,104
SKU-01632,2025-07-30,634,614,664
SKU-02628,2023-09-01,613,607,617
SKU-00145,2024-06-18,695,664,755
SKU-02439,2023-10-25,589,520,682
SKU-02487,2025-06-08,888,840,978
SKU-00552,2023-12-03,620,564,704
SKU-01516,2023-11-15,739,718,831
SKU-00670,2024-06-19,426,392,477
SKU-02776,2023-07-15,771,769,869
SKU-01319,2023-06-09,874,853,906
SKU-00022,2023-04-12,322,243,379
SKU-00315,2023-07-10,80,42,160
SKU-02715,2023-04-16,848,829,946
SKU-00130,2025-02-14,465,453,505
SKU-02435,2023-06-16,784,746,800
SKU-00047,2024-07-28,288,222,339
SKU-01286,2024-08-20,565,515,575
SKU-00280,2023-10-10,964,901,1011
SKU-02905,2024-08-18,868,824,898
SKU-01286,2024-01-14,796,777,856
SKU-00132,2023-10-14,411,320,455
SKU-02005,2023-09-03,650,644,680
SKU-00556,2025-11-28,682,614,745
SKU-02851,2023-10-11,544,488,550
SKU-01898,2025-08-15,546,498,597
SKU-00695,2025-11-28,342,298,434
SKU-00119,2025-04-29,684,641,745
SKU-00198,2023-11-21,597,588,616
SKU-01982,2025-09-11,453,372,512
SKU-02677,2023-12-04,319,313,321
SKU-01096,2025-06-06,231,139,273
SKU-01522,2024-11-10,479,447,531
SKU-00102,2025-11-16,964,881,1021
SKU-02856,2025-03-14,969,949,977
SKU-02787,2023-12-19,209,163,305
SKU-01617,2023-04-23,771,760,869
SKU-01059,2025-06-07,306,273,331
SKU-01348,2023-05-03,337,289,403
SKU-01207,2024-07-28,317,272,403
SKU-00584,2025-07-04,282,221,340
SKU-01430,2025-03-07,573,558,593
SKU-02416,2025-01-27,631,574,675
SKU-01277,2023-09-15,445,347,479
SKU-01763,2024-03-14,313,268,346
SKU-02948,2024-09-05,787,696,871
SKU-01489,2023-09-29,756,661,855
SKU-01275,2024-04-14,504,405,570
SKU-02782,2023-08-13,840,741,909
SKU-02385,2024-03-06,869,785,904
SKU-02140,2023-01-16,312,312,345
SKU-02736,2024-09-05,16,0,21
SKU-02745,2025-02-02,292,292,334
SKU-01723,2025-04-15,166,151,212
SKU-01552,2023-11-10,902,845,904
SKU-00830,2024-06-20,209,164,211
SKU-02094,2025-04-01,123,93,158
SKU-01223,2024-01-27,15,0,66
SKU-01230,2025-01-03,859,774,941
SKU-01631,2023-05-25,392,326,471
SKU-02448,2025-03-28,656,621,729
SKU-02990,2023-09-11,504,426,536
SKU-00275,2023-08-27,784,703,784
SKU-01235,2025-01-30,494,441,565
SKU-02739,2023-10-16,322,261,414
SKU-00254,2024-08-09,797,741,840
SKU-02867,2023-12-07,351,299,384
SKU-00477,2023-04-19,703,627,739
SKU-00734,2024-02-16,622,538,632
SKU-02010,2023-04-29,553,469,603
SKU-00029,2024-01-28,896,803,906
SKU-02756,2024-04-23,325,299,347
SKU-00671,2025-07-01,485,423,520
SKU-02853,2024-01-14,161,92,212
SKU-00709,2025-04-09,335,272,395
SKU-02142,2025-07-02,571,542,670
SKU-00549,2024-12-31,665,634,696
SKU-01664,2024-05-18,674,603,746
SKU-01824,2025-08-12,934,887,985
SKU-01626,2024-11-28,710,646,809
SKU-00570,2024-02-04,855,836,947
SKU-01636,2024-03-25,291,278,301
SKU-00070,2024-11-02,877,834,912
SKU-00092,2025-04-27,120,52,172
SKU-00559,2023-08-17,336,252,339
SKU-00617,2025-01-04,69,24,102
SKU-02561,2023-10-14,355,342,397
SKU-02427,2023-01-14,784,701,836
SKU-02826,2023-06-12,40,0,97
SKU-02661,2023-08-09,880,819,945
SKU-00080,2024-07-14,323,251,375
SKU-01165,2024-04-07,950,868,1034
SKU-00215,2023-07-22,274,181,335
SKU-00730,2023-06-02,626,594,715
SKU-00568,2024-10-30,89,61,152
SKU-00740,2025-07-21,701,668,753
SKU-01250,2025-10-27,330,278,339
SKU-00417,2023-08-20,42,0,98
SKU-02406,2024-03-14,95,11,169
SKU-02739,2024-03-05,216,158,280
SKU-01390,2025-04-03,671,653,732
SKU-02227,2025-10-06,185,102,274
SKU-02843,2025-04-12,481,416,494
SKU-01748,2023-07-13,279,244,363
SKU-01702,2025-07-13,701,681,703
SKU-01137,2023-10-15,47,31,131
SKU-00917,2025-08-15,955,869,959
SKU-00552,2023-05-22,869,807,910
SKU-01610,2024-12-28,999,935,1048
SKU-01395,2024-11-22,622,593,701
SKU-01089,2024-07-18,231,148,293
SKU-00868,2024-02-20,544,471,642
SKU-02288,2024-04-17,292,257,293
SKU-02072,2024-07-19,807,807,881
SKU-01538,2025-01-06,496,417,566
SKU-00198,2025-05-24,692,636,695
SKU-00915,2024-03-08,924,866,983
SKU-00655,2024-04-16,629,583,666
SKU-02484,2025-07-21,723,720,730
SKU-01378,2024-03-17,854,854,945
SKU-00254,2023-01-14,746,666,802
SKU-02024,2023-06-09,348,266,399
SKU-02095,2024-09-21,548,528,646
SKU-02735,2024-12-17,60,0,133
SKU-00915,2023-10-16,926,854,993
SKU-01649,2023-07-30,305,227,366
SKU-02174,2023-12-21,610,598,708
SKU-01684,2025-06-08,740,732,832
SKU-01807,2023-10-06,90,9,166
SKU-01013,2024-01-17,285,224,301
SKU-00247,2025-02-26,657,583,716
SKU-01843,2023-01-29,200,164,218
SKU-00616,2023-05-22,376,358,426
SKU-01473,2024-09-23,4,0,77
SKU-02159,2023-07-14,273,175,299
SKU-02762,2025-02-04,704,689,778
SKU-01827,2025-07-27,371,330,385
SKU-01599,2024-05-05,723,689,726
SKU-02719,2025-07-27,573,508,591
SKU-02813,2023-08-26,819,787,906
SKU-00844,2024-02-17,333,286,396
SKU-02638,2023-04-06,741,694,769
SKU-00200,2025-03-23,943,914,946
SKU-02490,2025-05-31,637,583,641
SKU-01898,2024-11-18,660,575,687
SKU-01277,2024-06-25,70,35,74
SKU-00629,2024-12-01,590,514,621
SKU-02013,2024-01-16,260,191,297
SKU-00797,2025-05-07,488,409,575
SKU-01512,2025-04-10,623,524,635
SKU-02733,2024-06-15,517,486,543
SKU-00121,2023-04-27,111,87,165
SKU-00013,2024-01-17,916,846,933
SKU-00914,2023-05-27,765,747,858
SKU-01262,2023-06-05,256,205,288
SKU-00553,2024-02-02,165,72,206
SKU-01484,2024-09-06,644,599,740
SKU-00179,2024-10-13,829,776,877
SKU-02478,2023-11-11,137,120,198
SKU-02312,2024-03-07,175,88,256
SKU-00388,2024-02-14,322,261,383
SKU-02175,2024-07-29,571,505,655
SKU-01907,2024-07-06,867,799,884
SKU-01897,2023-01-31,169,81,200
SKU-01458,2025-03-09,948,875,985
SKU-00273,2024-06-19,584,514,680
SKU-00741,2025-08-21,26,0,85
SKU-00594,2024-04-26,200,177,279
SKU-00203,2024-07-21,149,127,221
SKU-00005,2023-08-27,938,915,965
SKU-00156,2023-09-12,293,263,319
SKU-00942,2025-04-23,591,536,601
SKU-00807,2025-05-03,671,654,702
SKU-02467,2025-05-05,56,43,84
SKU-00596,2024-07-03,282,265,353
SKU-01093,2023-04-07,893,821,898
SKU-00122,2024-11-27,711,676,713
SKU-00482,2024-06-12,534,513,577
SKU-01888,2025-11-06,831,753,837
SKU-02150,2024-01-11,85,0,155
SKU-01154,2023-07-10,865,769,867
SKU-01473,2023-10-11,247,169,318
SKU-00943,2023-11-07,910,855,999
SKU-02200,2025-10-20,745,649,775
SKU-01432,2024-04-11,57,0,147
SKU-00897,2023-07-19,932,909,979
SKU-01360,2025-04-26,815,738,852
SKU-00943,2023-08-20,261,247,261
SKU-02363,2024-08-27,258,210,290
SKU-00649,2023-02-19,976,911,1056
SKU-02898,2024-04-19,62,45,157
SKU-01635,2024-05-03,940,859,980
SKU-02393,2023-01-27,111,90,147
SKU-00619,2023-02-08,325,313,409
SKU-02182,2024-12-27,847,777,931
SKU-02993,2023-05-12,986,986,1077
SKU-01356,2025-04-16,588,587,657
SKU-00658,2024-05-17,335,249,434
SKU-00016,2025-08-24,547,497,615
SKU-01659,2023-09-02,100,8,198
SKU-02923,2023-04-12,30,0,127
SKU-01478,2025-07-27,643,616,698
SKU-02700,2023-02-13,276,258,348
SKU-00414,2024-09-18,960,886,994
SKU-00615,2023-07-29,142,121,194
SKU-00271,2023-05-23,877,831,886
SKU-02643,2023-05-21,787,742,815
SKU-01138,2024-08-28,963,960,1010
SKU-00144,2025-11-14,219,175,296
SKU-00122,2025-08-26,937,923,1006
SKU-00209,2025-01-09,517,516,602
SKU-02372,2024-02-21,242,191,257
SKU-02961,2024-01-11,946,854,964
SKU-02856,2023-04-13,164,144,204
SKU-01939,2025-11-20,2,0,76
SKU-00816,2025-09-08,621,554,680
SKU-00014,2025-10-08,892,824,921
SKU-01716,2025-06-19,975,899,1043
SKU-01451,2023-09-02,726,643,773
SKU-02685,2023-02-23,347,272,446
SKU-00306,2024-05-12,130,76,136
SKU-00188,2023-05-14,364,302,417
SKU-00584,2024-05-15,799,704,875
SKU-00951,2025-03-03,675,644,753
SKU-02760,2023-11-04,845,780,912
SKU-02030,2023-05-26,129,50,192
SKU-01607,2025-05-23,80,78,114
SKU-00345,2025-04-30,162,138,218
SKU-02417,2025-09-29,483,400,551
SKU-00030,2024-08-20,680,614,756
SKU-02626,2023-06-07,536,462,632
SKU-02235,2024-05-13,100,31,183
SKU-02397,2024-03-12,935,890,1006
SKU-00333,2023-10-03,57,0,103
SKU-02904,2023-01-07,932,841,993
SKU-02024,2024-08-23,734,731,750
SKU-01846,2023-01-17,977,884,1045
SKU-01451,2024-10-09,528,527,590
SKU-02108,2024-11-02,696,650,759
SKU-01759,2025-10-08,822,751,916
SKU-02285,2025-01-26,557,495,615
SKU-02703,2025-03-24,943,898,1014
SKU-01766,2025-04-19,634,574,699
SKU-02388,2023-03-12,6,0,6
SKU-00806,2025-01-28,870,867,959
SKU-00742,2023-09-24,533,484,539
SKU-00858,2025-07-05,381,325,392
SKU-02791,2023-09-07,212,168,289
SKU-02261,2024-01-17,446,350,532
SKU-02984,2023-09-08,300,285,324
SKU-00344,2023-11-02,416,378,440
SKU-00517,2024-12-15,936,850,1014
SKU-00620,2025-05-30,721,714,820
SKU-00487,2025-06-13,568,486,589
SKU-00209,2024-03-20,478,433,488
SKU-00455,2025-03-10,120,57,145
SKU-02248,2023-01-27,317,266,405
SKU-02075,2023-06-15,7,0,47
SKU-01518,2023-06-17,884,795,907
SKU-01222,2023-10-14,838,757,900
SKU-00583,2024-03-07,389,361,472
SKU-01952,2025-02-26,983,933,988
SKU-01909,2024-12-04,646,633,670
SKU-02672,2023-04-24,487,452,501
SKU-02476,2024-07-15,996,986,1047
SKU-01762,2024-06-03,220,165,297
SKU-02557,2024-08-15,726,677,814
SKU-02032,2024-01-13,813,769,817
SKU-00322,2025-03-19,10,0,106
SKU-01694,2025-10-27,25,0,77
SKU-02891,2025-10-29,359,321,439
SKU-01056,2023-02-17,825,761,887
SKU-00645,2023-05-06,776,743,808
SKU-00441,2024-05-10,0,0,20
SKU-02898,2023-04-11,317,297,411
SKU-02349,2024-10-09,827,753,837
SKU-00314,2024-09-19,540,538,629
SKU-01574,2025-01-29,297,266,329
SKU-02471,2023-12-10,347,291,423
SKU-02131,2025-11-03,418,351,511
SKU-00840,2023-06-24,146,61,242
SKU-00585,2024-10-17,142,86,164
SKU-01035,2025-03-29,310,288,319
SKU-00068,2023-09-05,414,365,419
SKU-00152,2023-07-05,718,619,815
SKU-00710,2023-06-06,230,216,267
SKU-01629,2025-08-27,493,444,586
SKU-02112,2024-04-12,679,617,775
SKU-00497,2025-10-14,308,289,328
SKU-00116,2023-05-08,687,647,757
SKU-01665,2025-07-28,150,104,223
SKU-00974,2023-09-18,793,756,842
SKU-02790,2025-03-05,797,792,803
SKU-02832,2023-05-17,427,362,499
SKU-01159,2025-11-29,216,123,221
SKU-01269,2025-10-16,205,162,208
SKU-02646,2025-03-23,622,604,652
SKU-00357,2023-11-08,244,215,333
SKU-00207,2025-07-12,628,540,700
SKU-00313,2025-08-03,604,571,668
SKU-00556,2025-09-05,976,923,1052
SKU-02942,2024-08-19,53,25,111
SKU-00284,2023-01-03,63,0,156
SKU-00502,2023-01-26,588,579,672
SKU-00757,2024-03-31,411,329,478
SKU-01402,2024-04-12,808,713,879
SKU-01893,2025-08-20,917,890,932
SKU-02238,2024-12-27,205,148,277
SKU-01951,2023-07-21,254,197,313
SKU-02194,2023-06-02,490,477,567
SKU-02024,2023-06-08,978,968,1050
SKU-00589,2023-01-19,164,89,259
SKU-02961,2025-01-27,448,408,483
SKU-01463,2023-10-15,733,665,760
SKU-00042,2024-07-08,741,663,820
SKU-00760,2024-12-26,483,462,558
SKU-02636,2023-01-15,681,613,712
SKU-01776,2024-10-23,501,423,552
SKU-00372,2023-10-16,63,0,79
SKU-00721,2023-06-18,195,120,204
SKU-02814,2023-03-19,848,794,890
SKU-02099,2024-03-22,960,943,1015
SKU-02587,2024-05-23,475,426,543
SKU-02371,2023-11-20,784,718,876
SKU-02731,2024-09-12,340,312,364
SKU-00884,2023-11-18,132,109,194
SKU-02830,2025-08-02,796,776,822
SKU-01149,2025-10-01,154,116,196
SKU-02455,2024-05-01,342,261,349
SKU-00559,2025-10-23,46,0,90
SKU-01578,2023-08-31,247,151,332
SKU-00334,2024-03-27,295,223,391
SKU-00091,2024-10-18,384,360,455
SKU-00416,2025-04-13,262,183,268
SKU-00884,2025-01-19,156,67,250
SKU-02161,2024-09-02,798,781,862
SKU-00472,2024-05-31,304,249,360
SKU-01286,2024-03-08,505,445,553
SKU-01164,2024-06-21,124,115,179
SKU-02160,2024-01-03,329,308,388
SKU-00320,2023-01-31,809,757,811
SKU-00998,2025-02-11,15,0,106
SKU-02901,2023-02-13,526,476,599
SKU-01497,2024-11-26,127,99,224
SKU-00011,2024-01-28,159,76,244
SKU-01853,2024-04-20,329,235,333
SKU-01870,2025-08-04,730,642,826
SKU-00731,2025-06-10,325,301,345
SKU-01469,2023-10-25,994,973,1052
SKU-00487,2023-08-12,267,191,301
SKU-02533,2024-06-05,781,725,812
SKU-02137,2023-07-07,618,543,674
SKU-00647,2024-11-08,583,508,605
SKU-01100,2023-06-13,778,719,801
SKU-02487,2024-10-27,18,0,78
SKU-00231,2024-02-05,873,870,959
SKU-00057,2023-07-27,889,869,986
SKU-02203,2024-10-11,518,463,551
SKU-00322,2024-08-15,857,791,857
SKU-01666,2023-01-12,655,594,743
SKU-02141,2023-10-27,729,674,825
SKU-02472,2023-03-09,647,569,677
SKU-00068,2024-04-03,653,641,729
SKU-00746,2023-04-19,400,362,428
SKU-02939,2025-10-13,595,556,679
SKU-02819,2024-02-10,945,864,959
SKU-00400,2025-08-11,931,931,1015
SKU-01943,2025-11-13,626,551,676
SKU-00605,2024-05-25,445,436,542
SKU-00164,2023-01-08,982,905,985
SKU-00721,2023-03-27,651,609,693
SKU-01984,2025-08-24,606,511,612
SKU-01844,2023-12-19,726,658,819
SKU-00482,2023-05-22,38,0,82
SKU-01581,2025-02-08,117,62,215
SKU-00222,2024-09-18,274,199,291
SKU-01996,2025-03-05,294,220,392
SKU-02175,2024-03-05,617,519,711
SKU-01831,2024-09-04,943,860,943
SKU-02481,2024-12-09,42,0,89
SKU-00450,2025-08-04,182,143,239
SKU-01745,2024-12-02,718,663,756
SKU-02417,2023-07-25,521,516,531
SKU-01638,2024-12-18,495,420,563
SKU-02961,2024-03-23,145,111,199
SKU-01129,2025-09-17,710,639,744
SKU-01903,2024-02-17,307,226,333
SKU-01208,2023-02-19,364,325,429
SKU-00934,2025-09-06,47,0,140
SKU-02538,2023-10-22,721,712,774
SKU-01283,2025-08-24,652,574,662
SKU-02185,2023-09-10,105,98,190
SKU-00577,2024-07-22,205,127,287
SKU-02202,2023-12-07,433,372,515
SKU-01529,2025-09-18,358,291,363
SKU-01303,2023-12-28,827,733,884
SKU-00417,2024-10-28,360,301,452
SKU-01996,2025-05-10,897,825,928
SKU-02354,2025-11-05,952,915,992
SKU-00759,2025-05-07,509,453,545
SKU-02294,2025-01-29,946,868,996
SKU-01793,2024-05-30,700,650,721
SKU-00082,2025-03-08,69,14,75
SKU-00060,2023-02-22,802,740,830
SKU-02098,2024-06-19,745,721,784
SKU-00281,2024-01-31,195,136,234
SKU-01609,2024-06-11,706,642,758
SKU-00885,2025-05-05,568,478,594
SKU-01061,2025-09-29,285,245,358
SKU-01854,2023-02-27,266,203,333
SKU-02468,2023-09-22,406,317,448
SKU-01830,2024-10-31,889,879,908
SKU-00977,2024-04-17,304,261,347
SKU-00135,2025-10-27,293,244,318
SKU-01322,2025-09-18,675,632,746
SKU-01960,2023-10-19,983,899,1027
SKU-02180,2025-10-16,709,662,744
SKU-01452,2024-03-30,220,190,257
SKU-01766,2025-05-13,767,669,772
SKU-02974,2023-09-11,725,693,782
SKU-00109,2024-07-04,776,756,805
SKU-01935,2023-12-12,629,538,660
SKU-02237,2023-06-26,330,270,385
SKU-01437,2023-03-15,19,13,28
SKU-02816,2025-11-05,712,685,810
SKU-00475,2024-04-27,163,135,189
SKU-02592,2023-05-14,50,1,138
SKU-01377,2025-06-22,914,913,963
SKU-01934,2023-03-08,987,977,1079
SKU-00845,2024-09-04,842,840,919
SKU-01577,2025-10-22,480,471,516
SKU-00684,2025-06-16,535,512,594
SKU-00761,2023-09-14,627,542,697
SKU-02156,2024-08-28,420,347,466
SKU-00989,2025-09-27,353,331,388
SKU-01129,2024-06-25,757,713,824
SKU-01098,2024-02-27,121,55,165
SKU-02733,2025-08-22,843,778,912
SKU-00968,2025-01-18,527,507,575
SKU-01212,2025-04-26,157,86,240
SKU-02251,2025-01-25,650,603,676
SKU-01094,2025-06-15,863,847,900
SKU-02697,2025-09-18,496,480,555
SKU-02762,2023-05-31,252,169,322
SKU-01525,2023-09-18,680,625,766
SKU-00281,2023-09-07,218,149,258
SKU-00715,2025-03-01,591,505,670
SKU-02323,2025-06-22,924,867,988
SKU-01135,2023-10-22,422,351,452
SKU-01886,2023-05-11,297,200,340
SKU-01723,2025-05-20,224,132,242
SKU-02483,2024-03-20,597,544,627
SKU-02116,2024-07-03,592,541,691
SKU-01996,2025-06-26,121,41,211
SKU-00365,2023-11-23,279,236,356
SKU-00559,2023-06-16,423,398,522
SKU-01300,2025-07-02,495,431,523
SKU-02529,2024-03-15,8,0,31
SKU-01043,2024-08-07,990,972,1019
SKU-00826,2023-11-30,117,105,150
SKU-02014,2023-11-21,809,716,864
SKU-00109,2023-01-20,894,838,948
SKU-01003,2023-03-22,470,438,567
SKU-01778,2024-09-14,843,789,913
SKU-00399,2024-07-02,567,546,662
SKU-01420,2023-07-01,537,470,571
SKU-00683,2024-03-31,478,453,543
SKU-01272,2024-04-23,137,51,167
SKU-02728,2025-04-04,157,74,213
SKU-01925,2024-11-26,43,6,80
SKU-02302,2023-05-22,125,123,214
SKU-00537,2025-05-19,805,762,820
SKU-01685,2025-02-12,539,475,578
SKU-02130,2025-07-18,255,228,306
SKU-02611,2025-09-09,786,710,851
SKU-02663,2024-03-08,101,88,139
SKU-00041,2023-06-20,426,381,433
SKU-00150,2023-03-02,836,812,891
SKU-00224,2024-10-17,913,900,987
SKU-02554,2024-11-23,455,394,526
SKU-02303,2024-02-24,124,26,184
SKU-02282,2024-10-15,742,697,767
SKU-00025,2023-09-25,11,0,93
SKU-00051,2023-06-25,153,145,244
SKU-01634,2023-02-12,886,836,889
SKU-01696,2025-05-05,553,548,627
SKU-02886,2023-02-21,657,655,754
SKU-01404,2024-01-16,550,513,624
SKU-00495,2024-10-28,999,959,1064
SKU-02345,2024-12-26,603,601,609
SKU-01943,2025-09-17,448,370,458
SKU-01977,2024-01-30,7,0,98
SKU-01443,2024-06-16,343,316,406
SKU-01492,2025-03-09,751,695,756
SKU-01670,2025-01-26,166,111,248
SKU-01423,2025-03-28,797,762,832
SKU-02420,2023-04-12,668,604,720
SKU-00909,2024-07-03,970,876,1001
SKU-00281,2024-07-25,986,909,1020
SKU-02030,2025-01-26,845,751,871
SKU-02766,2025-08-13,832,774,919
SKU-00039,2024-06-07,207,123,255
SKU-00188,2024-12-31,857,763,943
SKU-00842,2024-12-07,690,690,701
SKU-00658,2025-05-07,315,226,324
SKU-01303,2023-10-22,750,687,807
SKU-00962,2023-05-02,897,819,967
SKU-00509,2023-04-13,686,620,746
SKU-00968,2024-08-12,957,944,1018
SKU-02298,2023-01-23,819,792,889
SKU-00059,2024-03-26,740,734,753
SKU-02696,2023-04-14,293,242,310
SKU-02544,2025-02-17,57,12,93
SKU-00145,2024-12-01,806,756,826
SKU-00572,2024-08-03,163,69,262
SKU-00532,2024-05-01,190,91,206
SKU-02525,2023-09-29,472,421,549
SKU-02480,2024-12-26,31,0,68
SKU-02820,2025-08-04,824,817,874
SKU-00210,2023-07-28,282,233,294
SKU-00985,2024-06-16,484,432,541
SKU-02476,2025-05-30,265,223,272
SKU-01459,2023-02-26,620,548,626
SKU-00860,2025-02-24,806,774,865
SKU-00825,2025-07-21,60,30,109
SKU-01255,2024-08-14,694,657,769
SKU-02226,2025-01-16,364,335,403
SKU-00043,2025-08-01,561,522,657
SKU-01921,2023-02-19,823,759,824
